fast_span,slow_span,adx_threshold,hold_bars,split,cost,samples,mean_return,median_return,win_rate,profit_factor,max_losing_streak,q10,q90,worst_trade,best_trade
48,192,20,48,confirmation,0.001,3004,-0.0005757447380778199,-0.0011452946428825985,0.42809587217043943,0.8651013021388028,11,-0.012576855597428604,0.011812586555560474,-0.06520628108051085,0.06672513024063498
48,192,20,96,development,0.0006,3042,-0.0007805073869626631,-0.0013567306134960148,0.452991452991453,0.8931251959471881,11,-0.021234813022190234,0.02047887989837919,-0.16625749146020025,0.16828316020926531
48,192,20,96,development,0.001,3042,-0.0011805073869626634,-0.001756730613496015,0.4418145956607495,0.8431013909843265,11,-0.021634813022190235,0.020078879898379188,-0.16665749146020026,0.1678831602092653
48,192,20,96,validation,0.0006,3033,-0.001010155961871787,-0.001524813555791437,0.44939004286185297,0.8648744841939096,16,-0.021927583385167957,0.020434449638741574,-0.15463280597884116,0.18217106761071772
48,192,20,96,validation,0.001,3033,-0.0014101559618717873,-0.0019248135557914372,0.43752060666007253,0.8168273274158064,16,-0.022327583385167958,0.020034449638741573,-0.15503280597884117,0.1817710676107177
48,192,20,96,confirmation,0.0006,1787,0.0004121695207618077,-0.0005124251234805527,0.47845551203133746,1.0766989164007423,9,-0.01584775506803375,0.017903329812454884,-0.10181681415929218,0.09908058156184611
48,192,20,96,confirmation,0.001,1787,1.2169520761807371e-05,-0.0009124251234805527,0.4650251818690543,1.0021790461442386,9,-0.01624775506803375,0.017503329812454883,-0.10221681415929218,0.09868058156184611
48,192,25,48,development,0.0006,4244,-0.0008192095697220968,-0.0012607150867410925,0.43708765315739867,0.8504511664497889,11,-0.015847261628969586,0.014850703935815454,-0.17001373022787908,0.1867977308071998
48,192,25,48,development,0.001,4244,-0.001219209569722097,-0.0016607150867410927,0.4184731385485391,0.7863562642070647,11,-0.016247261628969587,0.014450703935815453,-0.1704137302278791,0.1863977308071998
48,192,25,48,validation,0.0006,4296,-0.0007907538009089038,-0.0011145708153227456,0.4452979515828678,0.8515793853974235,14,-0.01544298142639523,0.014840365561432967,-0.2146086054877619,0.10296370550389293
48,192,25,48,validation,0.001,4296,-0.0011907538009089042,-0.0015145708153227458,0.4238826815642458,0.7856083755377051,14,-0.01584298142639523,0.014440365561432966,-0.2150086054877619,0.10256370550389293
48,192,25,48,confirmation,0.0006,2548,-0.00023305658788594371,-0.0007775397521437405,0.45054945054945056,0.9453902701427962,10,-0.013117601361275509,0.012567136715196837,-0.09267323708128357,0.09151380440461691
