hypothesis,horizon_bars,minutes,year,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
NEG_CONTINUATION_SHORT,6,30,2024,0.0006,4648,-0.0011178905271591283,-0.0011400927507609453,-0.0011480962866534214,-0.0011729124688939782,0.4098537005163511,0.6848092074079969,-0.010046888090702932,0.00733316470468252
NEG_CONTINUATION_SHORT,6,30,2025,0.0,4672,-0.0004345372179248577,-0.0002898213408594197,-0.0002966862374910235,-0.00027680850203055257,0.4764554794520548,0.8641409692537823,-0.00917594992234092,0.008381256466076292
NEG_CONTINUATION_SHORT,6,30,2025,0.0004,4672,-0.0008345372179248577,-0.0006898213408594196,-0.0006966862374910233,-0.0006768085020305525,0.4364297945205479,0.7556598768755693,-0.00957594992234092,0.007981256466076293
NEG_CONTINUATION_SHORT,6,30,2025,0.0006,4672,-0.001034537217924858,-0.0008898213408594196,-0.0008966862374910239,-0.0008768085020305524,0.4195205479452055,0.706910242421698,-0.00977594992234092,0.007781256466076293
NEG_CONTINUATION_SHORT,6,30,2026,0.0,2719,-0.00031178801069831833,-0.00019759102473426715,-0.00018237276068259366,-0.0001930509939533017,0.48069143067304154,0.8686162376541482,-0.00685502601843897,0.006258467101233148
NEG_CONTINUATION_SHORT,6,30,2026,0.0004,2719,-0.0007117880106983183,-0.0005975910247342671,-0.0005823727606825937,-0.0005930509939533017,0.44538433247517467,0.7249070885265931,-0.00725502601843897,0.005858467101233148
NEG_CONTINUATION_SHORT,6,30,2026,0.0006,2719,-0.0009117880106983184,-0.0007975910247342671,-0.000782372760682594,-0.0007930509939533016,0.4288341301949246,0.6623098622330119,-0.00745502601843897,0.005658467101233148
NEG_CONTINUATION_SHORT,12,60,2024,0.0,4648,-0.0007663244232280091,-0.0005180078936621868,-0.0007732020040897661,-0.0008044359195571913,0.46987951807228917,0.8201543056416891,-0.012744983962391787,0.010263172120049647
NEG_CONTINUATION_SHORT,12,60,2024,0.0004,4648,-0.0011663244232280091,-0.0009180078936621868,-0.0011732020040897662,-0.0012044359195571915,0.4483648881239243,0.7394915257817269,-0.013144983962391787,0.009863172120049647
NEG_CONTINUATION_SHORT,12,60,2024,0.0006,4648,-0.0013663244232280096,-0.0011180078936621866,-0.0013732020040897667,-0.0014044359195571913,0.43782271944922546,0.7022296688688096,-0.013344983962391787,0.009663172120049647
NEG_CONTINUATION_SHORT,12,60,2025,0.0,4672,-0.0005085015977454907,-0.0002188922284598327,-0.00034045528364883964,-0.00038355577825118783,0.484375,0.8740683705177482,-0.011771705404256604,0.01090119573330019
NEG_CONTINUATION_SHORT,12,60,2025,0.0004,4672,-0.0009085015977454904,-0.0006188922284598327,-0.0007404552836488399,-0.000783555778251188,0.4561215753424658,0.7862001972584249,-0.012171705404256604,0.010501195733300191
NEG_CONTINUATION_SHORT,12,60,2025,0.0006,4672,-0.001108501597745491,-0.0008188922284598326,-0.0009404552836488405,-0.000983555778251188,0.4419948630136986,0.7457261075655808,-0.012371705404256604,0.01030119573330019
NEG_CONTINUATION_SHORT,12,60,2026,0.0,2719,-0.00042339165410067023,-9.938052804181474e-05,-0.0002478512695463247,-0.00028799475049975834,0.4887826406767194,0.8671553924010784,-0.009080925799250262,0.008353438043741569
NEG_CONTINUATION_SHORT,12,60,2026,0.0004,2719,-0.0008233916541006701,-0.0004993805280418147,-0.0006478512695463241,-0.0006879947504997582,0.4549466715704303,0.757704242009904,-0.009480925799250261,0.00795343804374157
NEG_CONTINUATION_SHORT,12,60,2026,0.0006,2719,-0.0010233916541006706,-0.0006993805280418147,-0.0008478512695463255,-0.0008879947504997582,0.4413387274733358,0.708321181743364,-0.009680925799250261,0.007753438043741569
NEG_REVERSION_LONG,1,5,2024,0.0,4648,0.00028648851679726324,0.00015947789854653394,0.0002177442266227737,0.00023465217015585402,0.5256024096385542,1.243748731453031,-0.003464368020464181,0.003988182705259669
NEG_REVERSION_LONG,1,5,2024,0.0004,4648,-0.0001135114832027368,-0.00024052210145346608,-0.00018225577337722658,-0.00016534782984414602,0.4617039586919105,0.917619043761342,-0.003864368020464181,0.003588182705259669
NEG_REVERSION_LONG,1,5,2024,0.0006,4648,-0.00031351148320273665,-0.000440522101453466,-0.00038225577337722654,-0.00036534782984414584,0.42491394148020656,0.7895522652622791,-0.004064368020464181,0.0033881827052596692
NEG_REVERSION_LONG,1,5,2025,0.0,4672,0.00019642777068144116,9.364720002069671e-05,0.00011675916946523235,0.00013194103541694239,0.5175513698630136,1.1474640561477774,-0.0037020510568167133,0.004031128776910588
NEG_REVERSION_LONG,1,5,2025,0.0004,4672,-0.00020357222931855897,-0.0003063527999793033,-0.00028324083053476795,-0.0002680589645830578,0.4441352739726027,0.8677899020503137,-0.0041020510568167134,0.003631128776910588
NEG_REVERSION_LONG,1,5,2025,0.0006,4672,-0.0004035722293185587,-0.0005063527999793032,-0.0004832408305347679,-0.00046805896458305745,0.4122431506849315,0.7560650209383465,-0.004302051056816713,0.0034311287769105882
NEG_REVERSION_LONG,1,5,2026,0.0,2719,1.7171219855410104e-05,5.049399962975265e-05,1.3567410886748292e-05,2.2255920272256108e-05,0.5090106656859139,1.016276680715124,-0.003119982696841461,0.003086080064273267
