hypothesis,state,side,minutes,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,15,0.0006,263,-0.0008992272964233929,-0.0007502303532081583,-0.0008612984640931207,-0.0008719105532017688,0.311787072243346,0.3754646136828629,-0.0037878938970407937,0.0015082077702264893
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,30,0.0,263,-5.466259601526946e-05,-9.350743527236638e-05,-6.522813621813937e-05,-9.430093966310441e-05,0.49049429657794674,0.9583948363393691,-0.0036569272625667447,0.003984686061800225
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,30,0.0004,263,-0.0004546625960152695,-0.0004935074352723663,-0.00046522813621813967,-0.0004943009396631044,0.43346007604562736,0.7029508723567397,-0.004056927262566745,0.0035846860618002243
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,30,0.0006,263,-0.0006546625960152694,-0.0006935074352723663,-0.0006652281362181393,-0.0006943009396631043,0.39923954372623577,0.6027133031217121,-0.004256927262566745,0.0033846860618002247
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,60,0.0,263,-0.0005818648986285636,-6.538796861388363e-05,-0.0005075753354159535,-0.0005248335341828777,0.49049429657794674,0.7248690915701759,-0.006813234759679165,0.004474772705226449
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,60,0.0004,263,-0.0009818648986285635,-0.00046538796861388365,-0.0009075753354159531,-0.0009248335341828776,0.4220532319391635,0.5789578580186531,-0.007213234759679165,0.004074772705226449
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,60,0.0006,263,-0.0011818648986285636,-0.0006653879686138836,-0.0011075753354159543,-0.0011248335341828776,0.376425855513308,0.5182460643949945,-0.0074132347596791645,0.003874772705226449
FRAG_UP_CONTINUE_LONG,FRAGILE_UP,LONG,5,0.0,263,6.652731012291236e-05,-4.795243118826953e-05,-1.630737219254095e-05,1.3451368160896316e-05,0.46387832699619774,1.1371175744507156,-0.0017683036204421796,0.0017557760171962315
FRAG_UP_CONTINUE_LONG,FRAGILE_UP,LONG,5,0.0004,263,-0.0003334726898770876,-0.00044795243118826955,-0.0004163073721925408,-0.00038654863183910373,0.311787072243346,0.5451717046505679,-0.0021683036204421797,0.0013557760171962316
FRAG_UP_CONTINUE_LONG,FRAGILE_UP,LONG,5,0.0006,263,-0.0005334726898770874,-0.0006479524311882695,-0.0006163073721925408,-0.0005865486318391036,0.27756653992395436,0.3904787639916456,-0.0023683036204421794,0.0011557760171962317
FRAG_UP_CONTINUE_LONG,FRAGILE_UP,LONG,15,0.0,263,0.00029922729642339294,0.00015023035320815836,0.0002612984640931208,0.0002719105532017685,0.5361216730038023,1.3893520577118932,-0.002108207770226489,0.003187893897040796
