symbol,event,side,horizon,minutes,cost,samples,mean_return,median_return,win_rate,profit_factor
SOLUSDT,REJECT_UP_4H,SHORT,1,5,0.0,6896,5.7158702014337216e-05,0.000154107773700507,0.5282772621809745,1.0597523703117462
SOLUSDT,REJECT_UP_4H,SHORT,1,5,0.0002,6896,-0.0001428412979856628,-4.589222629949302e-05,0.4910092807424594,0.8644684673192453
SOLUSDT,REJECT_UP_4H,SHORT,1,5,0.0004,6896,-0.00034284129798566287,-0.00024589222629949303,0.4505510440835267,0.7043751748632904
SOLUSDT,REJECT_UP_4H,SHORT,3,15,0.0,6896,1.8767890257879885e-05,0.0002555588123576147,0.5291473317865429,1.0117173973330187
SOLUSDT,REJECT_UP_4H,SHORT,3,15,0.0002,6896,-0.00018123210974212004,5.5558812357614675e-05,0.5082656612529002,0.8932563085737161
SOLUSDT,REJECT_UP_4H,SHORT,3,15,0.0004,6896,-0.00038123210974212024,-0.00014444118764238533,0.4811484918793503,0.7880827808340811
SOLUSDT,REJECT_UP_4H,SHORT,6,30,0.0,6896,6.306456152553881e-05,0.0003486385871628306,0.5320475638051044,1.0287737091506828
SOLUSDT,REJECT_UP_4H,SHORT,6,30,0.0002,6896,-0.00013693543847446098,0.00014863858716283057,0.5145011600928074,0.9401194404726914
SOLUSDT,REJECT_UP_4H,SHORT,6,30,0.0004,6896,-0.00033693543847446123,-5.136141283716944e-05,0.4953596287703016,0.8587821080393602
SOLUSDT,REJECT_UP_4H,SHORT,12,60,0.0,6896,0.00012427165183494685,0.0004768717215068996,0.5329176334106729,1.0410324977640462
SOLUSDT,REJECT_UP_4H,SHORT,12,60,0.0002,6896,-7.572834816505282e-05,0.0002768717215068996,0.5204466357308585,0.9757518446451823
SOLUSDT,REJECT_UP_4H,SHORT,12,60,0.0004,6896,-0.00027572834816505304,7.687172150689958e-05,0.5068155452436195,0.9143783191240556
