hypothesis,event,horizon,minutes,feature,bucket,cost,feature_min,feature_median,feature_max,samples,mean_return,median_return,win_rate,profit_factor,q10,q90,baseline_mean_return,baseline_profit_factor,mean_return_delta,pf_delta
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q4,0.0,2.987367488520792,3.5795825993612658,32.165912659492854,4104,0.0004503490370661913,0.0008109699715288,0.5484892787524367,1.1254592802071606,-0.011096479561961619,0.01184622823450043,0.00011416596249029795,1.0359446276354767,0.00033618307457589336,0.0895146525716839
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q4,0.0002,2.987367488520792,3.5795825993612658,32.165912659492854,4104,0.00025034903706619145,0.0006109699715288,0.5375243664717348,1.068008525843741,-0.01129647956196162,0.01164622823450043,-8.5834037509702e-05,0.9737654153709127,0.00033618307457589346,0.0942431104728284
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q4,0.0004,2.987367488520792,3.5795825993612658,32.165912659492854,4104,5.034903706619138e-05,0.00041096997152879997,0.526803118908382,1.0133383784984535,-0.011496479561961618,0.01144622823450043,-0.00028583403750970205,0.9151818581872299,0.0003361830745758934,0.09815652031122368
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q1,0.0,1.4626413652362318,2.169265237539255,2.4289485465877347,4104,-0.00017533287068915025,0.00011868964465919999,0.5073099415204678,0.9384834780111811,-0.00883716867363653,0.007988294451647511,0.00011416596249029795,1.0359446276354767,-0.0002894988331794482,-0.09746114962429553
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q1,0.0002,1.4626413652362318,2.169265237539255,2.4289485465877347,4104,-0.0003753328706891502,-8.131035534080002e-05,0.49366471734892786,0.8727657272162904,-0.00903716867363653,0.0077882944516475105,-8.5834037509702e-05,0.9737654153709127,-0.0002894988331794482,-0.10099968815462224
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q1,0.0004,1.4626413652362318,2.169265237539255,2.4289485465877347,4104,-0.0005753328706891502,-0.0002813103553408,0.4807504873294347,0.8115135223209274,-0.009237168673636529,0.00758829445164751,-0.00028583403750970205,0.9151818581872299,-0.0002894988331794482,-0.10366833586630242
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q2,0.0,2.428993305425597,2.6819639324211333,2.955901081111583,4104,1.1544805761374737e-05,0.0004850005216142,0.5314327485380117,1.0038742592241003,-0.00930761976959986,0.008816063203606821,0.00011416596249029795,1.0359446276354767,-0.00010262115672892322,-0.03207036841137634
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q2,0.0002,2.428993305425597,2.6819639324211333,2.955901081111583,4104,-0.0001884551942386252,0.0002850005216142,0.5185185185185185,0.9387107185851549,-0.00950761976959986,0.00861606320360682,-8.5834037509702e-05,0.9737654153709127,-0.00010262115672892321,-0.03505469678575779
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q2,0.0004,2.428993305425597,2.6819639324211333,2.955901081111583,4104,-0.00038845519423862525,8.500052161419997e-05,0.506578947368421,0.8775511805944276,-0.009707619769599858,0.008416063203606822,-0.00028583403750970205,0.9151818581872299,-0.0001026211567289232,-0.03763067759280225
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q3,0.0,2.955975988947378,3.290609339784706,3.769311127779113,4104,4.940295299690582e-05,0.0004830911280997,0.5365497076023392,1.0157351104557721,-0.0097288462795634,0.00965895303125285,0.00011416596249029795,1.0359446276354767,-6.476300949339213e-05,-0.02020951717970454
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q3,0.0002,2.955975988947378,3.290609339784706,3.769311127779113,4104,-0.00015059704700309408,0.0002830911280997,0.5209551656920078,0.9534322231405045,-0.0099288462795634,0.00945895303125285,-8.5834037509702e-05,0.9737654153709127,-6.476300949339208e-05,-0.020333192230408192
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q3,0.0004,2.955975988947378,3.290609339784706,3.769311127779113,4104,-0.0003505970470030941,8.309112809969999e-05,0.506578947368421,0.8947560452680783,-0.010128846279563399,0.009258953031252851,-0.00028583403750970205,0.9151818581872299,-6.476300949339204e-05,-0.020425812919151576
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q4,0.0,3.769637459450457,4.643362865211549,61.70495934537982,4104,0.0005710489618920613,0.00071153417061515,0.5384990253411306,1.1528939486633456,-0.01156700753697862,0.012144444441561222,0.00011416596249029795,1.0359446276354767,0.00045688299940176337,0.11694932102786892
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q4,0.0002,3.769637459450457,4.643362865211549,61.70495934537982,4104,0.0003710489618920614,0.00051153417061515,0.5282651072124757,1.0969190360716832,-0.01176700753697862,0.011944444441561222,-8.5834037509702e-05,0.9737654153709127,0.0004568829994017634,0.12315362070077052
