symbol,period,year,open_time,strategy,penetration_norm,entry_price,exit_price,holding_bars,exit_reason,gross_return
BTCUSDT,2024-01,2024,2024-01-10 07:10:00+00:00,RECLAIM_FAILURE,0.05500868558193376,45899.9,45877.1,2,RECLAIM_FAILURE,-0.0004967331083510773
BTCUSDT,2024-01,2024,2024-01-11 15:45:00+00:00,TIME_ONLY,0.063727010857524,46774.6,46300.1,12,TIME,-0.010144394607329632
BTCUSDT,2024-01,2024,2024-01-11 15:45:00+00:00,STOP_REJECTION_LOW,0.063727010857524,46774.6,46627.2,1,STOP_REJECTION_LOW,-0.0031512829612653226
BTCUSDT,2024-01,2024,2024-01-11 15:45:00+00:00,RECLAIM_FAILURE,0.063727010857524,46774.6,46715.5,2,RECLAIM_FAILURE,-0.0012635062619456017
BTCUSDT,2024-01,2024,2024-01-11 17:25:00+00:00,TIME_ONLY,0.053480866758875055,45841.2,46464.8,12,TIME,0.013603483329406751
BTCUSDT,2024-01,2024,2024-01-11 17:25:00+00:00,STOP_REJECTION_LOW,0.053480866758875055,45841.2,46464.8,12,TIME,0.013603483329406751
BTCUSDT,2024-01,2024,2024-01-11 17:25:00+00:00,RECLAIM_FAILURE,0.053480866758875055,45841.2,46464.8,12,TIME,0.013603483329406751
BTCUSDT,2024-01,2024,2024-01-11 22:00:00+00:00,TIME_ONLY,0.03547414792487635,46259.1,46423.2,12,TIME,0.0035474101311958606
BTCUSDT,2024-01,2024,2024-01-11 22:00:00+00:00,STOP_REJECTION_LOW,0.03547414792487635,46259.1,46423.2,12,TIME,0.0035474101311958606
BTCUSDT,2024-01,2024,2024-01-11 22:00:00+00:00,RECLAIM_FAILURE,0.03547414792487635,46259.1,46423.2,12,TIME,0.0035474101311958606
BTCUSDT,2024-01,2024,2024-01-12 04:45:00+00:00,TIME_ONLY,0.04533291358413837,45960.0,46160.0,12,TIME,0.004351610095735481
BTCUSDT,2024-01,2024,2024-01-12 04:45:00+00:00,STOP_REJECTION_LOW,0.04533291358413837,45960.0,45872.1,1,STOP_REJECTION_LOW,-0.0019125326370758033
BTCUSDT,2024-01,2024,2024-01-12 04:45:00+00:00,RECLAIM_FAILURE,0.04533291358413837,45960.0,45889.2,2,RECLAIM_FAILURE,-0.001540469973890457
BTCUSDT,2024-01,2024,2024-01-12 08:40:00+00:00,TIME_ONLY,0.041666666666666664,45701.9,45997.0,12,TIME,0.006457061960224886
BTCUSDT,2024-01,2024,2024-01-12 08:40:00+00:00,STOP_REJECTION_LOW,0.041666666666666664,45701.9,45630.0,7,STOP_REJECTION_LOW,-0.001573238749373651
