symbol,period,experiment,samples,win_rate,mean_return,median_return,profit_factor,best_trade,worst_trade,profit_factor_clean
ETHUSDT,2026-03,BEAR_SPREAD_WIDENING,83,0.40963855421686746,0.00021384136510666153,-0.0008561190871270163,1.0815651444975882,0.043706310703209406,-0.01835586044049986,1.0815651444975882
ETHUSDT,2026-03,BEAR_SPREAD_NARROWING,28,0.6785714285714286,0.003568995956131586,0.0016801731898680172,4.198839653151333,0.026945018761007633,-0.006725690984107802,4.198839653151333
ETHUSDT,2026-03,BEAR_ACCELERATION,65,0.4,0.0006412616372878923,-0.0008961588776381646,1.2388131034808796,0.043706310703209406,-0.01835586044049986,1.2388131034808796
ETHUSDT,2026-03,BEAR_DECELERATION,72,0.4305555555555556,0.00015366109641073834,-0.0009514746392393914,1.0617875466608606,0.03613311437403399,-0.024741849402482807,1.0617875466608606
ETHUSDT,2026-03,ATR_EXPANDING,79,0.43037974683544306,0.00018571455311053975,-0.0008561190871270163,1.0784105302447309,0.032819870992586875,-0.01835586044049986,1.0784105302447309
ETHUSDT,2026-03,ATR_CONTRACTING,23,0.5217391304347826,0.003337287558786353,0.00017319841177054762,2.7832216002759465,0.043706310703209406,-0.01109482617251556,2.7832216002759465
ETHUSDT,2026-03,VOLUME_ACCELERATING,87,0.41379310344827586,0.0004371148592212761,-0.0008351643981346912,1.1596536383168305,0.043706310703209406,-0.02400042555660875,1.1596536383168305
ETHUSDT,2026-03,VOLUME_DECELERATING,46,0.41304347826086957,0.0006494888472619852,-0.0011342345663217235,1.2555082098558483,0.032819870992586875,-0.020596963701699833,1.2555082098558483
ETHUSDT,2026-03,BEAR_CANDLE_PRESSURE,57,0.43859649122807015,0.001008395488676616,-0.0008961588776381646,1.413774734155916,0.043706310703209406,-0.01452955012527124,1.413774734155916
ETHUSDT,2026-03,BULL_CANDLE_PRESSURE,64,0.4375,-0.00033815224521371347,-0.0009514746392393914,0.8695946487152789,0.022984994000256886,-0.024741849402482807,0.8695946487152789
ETHUSDT,2026-03,BEAR_DI_DOMINANCE,90,0.43333333333333335,0.0005388065701635649,-0.0007968706050772156,1.21232996516448,0.043706310703209406,-0.02400042555660875,1.21232996516448
