hold_funding_periods,entry_percentile,symbol,observation_time,entry_time,exit_time,trailing_funding,historical_threshold,entry_basis,spot_return,perp_short_return,realized_funding,gross_return
21,0.9,BNBUSDT,2024-11-07 16:00:00+00:00,2024-11-07 16:05:00+00:00,2024-11-14 16:05:00+00:00,2.449333333333332e-05,2.0233380952380922e-05,0.0005691996049084214,0.05419115062026014,-0.05441129720414284,0.0041515300000000005,0.001965691708058652
21,0.9,BNBUSDT,2024-11-15 00:00:00+00:00,2024-11-15 00:05:00+00:00,2024-11-22 00:05:00+00:00,0.00019219333333333333,4.379357142857138e-05,0.0006259027443427101,0.0002086342481142367,-0.0004811624885723287,0.0019933299999999998,0.0008604008797709539
21,0.9,BNBUSDT,2024-11-23 08:00:00+00:00,2024-11-23 08:05:00+00:00,2024-11-30 08:05:00+00:00,0.00013796571428571427,0.0001360482857142857,0.0010892758553799897,0.006237223391079905,-0.0059770457594277016,0.004564660000000001,0.002412418815826102
21,0.9,BNBUSDT,2024-11-30 08:00:00+00:00,2024-11-30 08:05:00+00:00,2024-12-07 08:05:00+00:00,0.0002173647619047619,0.00019795666666666664,0.0008304293022909359,0.09558834433157837,-0.09571646589915694,0.00614151,0.003006694216210712
21,0.9,BNBUSDT,2024-12-07 08:00:00+00:00,2024-12-07 08:05:00+00:00,2024-12-14 08:05:00+00:00,0.00029245285714285714,0.00021932499999999995,0.0009474695794589039,-0.01367063250362055,0.014996416546091407,0.00218318,0.0017544820212354283
21,0.9,BNBUSDT,2025-05-14 00:00:00.007000+00:00,2025-05-14 00:05:00+00:00,2025-05-21 00:05:00+00:00,3.980952380952371e-06,-1.471338095238098e-05,0.0005874024761274299,-0.02036328583908198,0.02036638417653891,0.0,1.5491687284652222e-06
21,0.9,BNBUSDT,2025-07-14 08:00:00+00:00,2025-07-14 08:05:00+00:00,2025-07-21 08:05:00+00:00,5.5166666666666565e-06,1.021428571428561e-06,0.0007655231074568114,0.07880635100652111,-0.07857608295322538,0.00033146,0.0002808640266478673
21,0.9,BNBUSDT,2025-07-21 08:00:00+00:00,2025-07-21 08:05:00+00:00,2025-07-28 08:05:00+00:00,1.5783809523809512e-05,5.5166666666666565e-06,0.00055191264011345,0.12462713044849472,-0.1246109192156657,0.0014104599999999999,0.000713335616414511
21,0.9,BNBUSDT,2025-07-28 08:00:00+00:00,2025-07-28 08:05:00+00:00,2025-08-04 08:05:00+00:00,6.716476190476189e-05,2.1529999999999992e-05,0.0005374899220638163,-0.11454377621723955,0.11476252204276582,0.0005990800000000001,0.00040891291276313937
21,0.9,BNBUSDT,2025-08-25 08:00:00.002000+00:00,2025-08-25 08:05:00+00:00,2025-09-01 08:05:00+00:00,5.2400476190476184e-05,5.1247047619047613e-05,0.00040883074407194187,0.012370050227777263,-0.01250510829587248,0.00040478,0.0001348609659523913
21,0.9,BNBUSDT,2025-09-14 08:00:00+00:00,2025-09-14 08:05:00+00:00,2025-09-21 08:05:00+00:00,5.615904761904761e-05,5.473090476190476e-05,0.0008741072380342718,0.14441957147425644,-0.14425084139223787,0.0007334099999999999,0.00045107004100928215
21,0.9,BNBUSDT,2025-11-22 08:00:00+00:00,2025-11-22 08:05:00+00:00,2025-11-29 08:05:00+00:00,3.4749047619047617e-05,3.453238095238094e-05,0.0006634499396862559,0.059300361881785335,-0.05910433367488399,0.00041777,0.0003068991034506721
21,0.9,BNBUSDT,2026-01-01 08:00:00.002000+00:00,2026-01-01 08:05:00+00:00,2026-01-08 08:05:00+00:00,3.0434285714285707e-05,2.8703809523809517e-05,0.00041877021147906923,0.02996533513249422,-0.02959233506197534,0.0008454300000000001,0.0006092150352594404
21,0.9,BNBUSDT,2026-01-11 00:00:00.003000+00:00,2026-01-11 00:05:00+00:00,2026-01-18 00:05:00+00:00,4.3170952380952376e-05,3.908761904761904e-05,0.0006829021136922631,0.04211964004449875,-0.041958811680663954,0.00092239,0.0005416091819173987
