symbol,period,cost,samples,win_rate,mean_return,median_return,profit_factor,best_trade,worst_trade
ETHUSDT,2026-05,0.001,98,0.37755102040816324,-0.0007587442975678298,-0.0014709680675429318,0.6938243478573909,0.01665187589093453,-0.016635349323183446
ETHUSDT,2026-06,0.0,102,0.43137254901960786,0.0003032431227529395,-0.0008362379637671391,1.0871057085869107,0.031745086754909835,-0.03834581204954168
ETHUSDT,2026-06,0.0002,102,0.4215686274509804,0.00010324312275294003,-0.0010362379637671392,1.02871745282714,0.031545086754909836,-0.03854581204954168
ETHUSDT,2026-06,0.0004,102,0.4215686274509804,-9.675687724705998e-05,-0.001236237963767139,0.9739257519075248,0.03134508675490984,-0.03874581204954168
ETHUSDT,2026-06,0.0006,102,0.4117647058823529,-0.00029675687724706114,-0.001436237963767139,0.9224804167445383,0.031145086754909835,-0.038945812049541687
ETHUSDT,2026-06,0.0008,102,0.4019607843137255,-0.0004967568772470609,-0.001636237963767139,0.8741664327184635,0.030945086754909836,-0.039145812049541685
ETHUSDT,2026-06,0.001,102,0.39215686274509803,-0.0006967568772470612,-0.0018362379637671391,0.8287665527173753,0.030745086754909834,-0.039345812049541684
ETHUSDT,2026-07,0.0,81,0.30864197530864196,-0.0015746676511496473,-0.0019174622004285435,0.44181773605451996,0.019385970011997378,-0.012856130031772661
ETHUSDT,2026-07,0.0002,81,0.30864197530864196,-0.0017746676511496472,-0.0021174622004285436,0.40031542719527974,0.01918597001199738,-0.013056130031772662
ETHUSDT,2026-07,0.0004,81,0.30864197530864196,-0.0019746676511496475,-0.0023174622004285437,0.36251829543525144,0.018985970011997377,-0.01325613003177266
ETHUSDT,2026-07,0.0006,81,0.2716049382716049,-0.002174667651149647,-0.0025174622004285434,0.3288544688854089,0.018785970011997378,-0.013456130031772661
ETHUSDT,2026-07,0.0008,81,0.24691358024691357,-0.0023746676511496472,-0.0027174622004285435,0.2992010190724859,0.01858597001199738,-0.013656130031772662
ETHUSDT,2026-07,0.001,81,0.2345679012345679,-0.002574667651149648,-0.0029174622004285436,0.272688150911475,0.018385970011997377,-0.013856130031772662
BNBUSDT,2026-02,0.0,101,0.4752475247524752,0.0004941462491389763,-0.0004301966157865822,1.1801669244021258,0.04002933551644139,-0.06291523896851825
BNBUSDT,2026-02,0.0002,101,0.4752475247524752,0.0002941462491389764,-0.0006301966157865822,1.1032938764810976,0.03982933551644139,-0.06311523896851826
BNBUSDT,2026-02,0.0004,101,0.46534653465346537,9.414624913897656e-05,-0.0008301966157865822,1.0318847385038896,0.03962933551644139,-0.06331523896851825
BNBUSDT,2026-02,0.0006,101,0.44554455445544555,-0.00010585375086102389,-0.001030196615786582,0.9654136028532472,0.039429335516441386,-0.06351523896851825
BNBUSDT,2026-02,0.0008,101,0.44554455445544555,-0.0003058537508610239,-0.0012301966157865821,0.90356031918372,0.03922933551644139,-0.06371523896851825
BNBUSDT,2026-02,0.001,101,0.43564356435643564,-0.0005058537508610245,-0.0014301966157865822,0.8459520507724847,0.03902933551644139,-0.06391523896851825
BNBUSDT,2026-03,0.0,82,0.3902439024390244,-0.000521303389133644,-0.0007490688673246204,0.7156993761530004,0.01130466716696743,-0.01419875185917785
BNBUSDT,2026-03,0.0002,82,0.36585365853658536,-0.0007213033891336439,-0.0009490688673246204,0.6313758215251628,0.01110466716696743,-0.01439875185917785
BNBUSDT,2026-03,0.0004,82,0.36585365853658536,-0.0009213033891336442,-0.0011490688673246204,0.5578254359040152,0.010904667166967431,-0.014598751859177849
BNBUSDT,2026-03,0.0006,82,0.32926829268292684,-0.001121303389133644,-0.0013490688673246203,0.4934877856234806,0.01070466716696743,-0.01479875185917785
BNBUSDT,2026-03,0.0008,82,0.3170731707317073,-0.001321303389133644,-0.0015490688673246203,0.43781695148980715,0.01050466716696743,-0.01499875185917785
