breakout_window,trend_ema_span,stop_atr_multiple,split,cost,samples,mean_return,median_return,win_rate,profit_factor,max_losing_streak,q10,q90,worst_trade,best_trade,max_compounded_drawdown
24,100,2.0,confirmation,0.001,536,0.00020863820835167796,-0.012776731319391388,0.30783582089552236,1.0174754537122341,17,-0.023877596993506167,0.043658426098628966,-0.07564330539964759,0.12850712969678801,0.7511214752335672
24,100,2.0,confirmation,0.0014,536,-0.00019136179164832036,-0.013176731319391387,0.30783582089552236,0.9843348885354228,17,-0.024277596993506165,0.04325842609862897,-0.07604330539964758,0.128107129696788,0.7777173441561216
24,200,1.5,development,0.0006,1037,-0.0002376236315453337,-0.01184842611947674,0.3124397299903568,0.9786681969774773,21,-0.022635568384590708,0.038100029116418604,-0.054986487963342004,0.11851570866227816,0.6789584065115778
24,200,1.5,development,0.001,1037,-0.0006376236315453334,-0.01224842611947674,0.3124397299903568,0.9441388154217878,21,-0.02303556838459071,0.03770002911641861,-0.055386487963342,0.11811570866227816,0.7368225132803137
24,200,1.5,development,0.0014,1037,-0.0010376236315453318,-0.01264842611947674,0.3124397299903568,0.9112342166045722,21,-0.023435568384590707,0.03730002911641861,-0.055786487963342,0.11771570866227817,0.8197090799304867
24,200,1.5,validation,0.0006,1179,-0.0005990330654078056,-0.010512020979115255,0.3053435114503817,0.9424452905015566,23,-0.021228572397878762,0.03743740218629716,-0.0475841343699573,0.11048229089306442,0.8233974180328014
24,200,1.5,validation,0.001,1179,-0.0009990330654078053,-0.010912020979115256,0.3053435114503817,0.906509453100327,23,-0.021628572397878763,0.03703740218629716,-0.0479841343699573,0.11008229089306443,0.8780213272683963
24,200,1.5,validation,0.0014,1179,-0.0013990330654078031,-0.011312020979115255,0.3053435114503817,0.8723951074154845,23,-0.02202857239787876,0.036637402186297165,-0.048384134369957296,0.10968229089306443,0.9157623450953359
24,200,1.5,confirmation,0.0006,661,0.0006622273700887371,-0.009006804700186843,0.3101361573373676,1.0758957575224757,23,-0.017584959445867975,0.0326826960142164,-0.05658247904973586,0.09794005366997509,0.574039640003554
24,200,1.5,confirmation,0.001,661,0.0002622273700887368,-0.009406804700186844,0.3101361573373676,1.0291317407534684,23,-0.017984959445867976,0.032282696014216405,-0.05698247904973586,0.09754005366997509,0.6385897953548899
24,200,1.5,confirmation,0.0014,661,-0.00013777262991126178,-0.009806804700186843,0.3101361573373676,0.9851496140839594,23,-0.018384959445867974,0.03188269601421641,-0.057382479049735854,0.0971400536699751,0.7062515490863535
