hypothesis,horizon_bars,minutes,symbol,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
POS_REVERSION_SHORT,12,60,SOLUSDT,0.0004,3033,-0.0010175199067217445,-0.00011740008074283514,-0.0006316191066843195,-0.0008206138273780466,0.49455984174085066,0.8152046128514907,-0.01668490884028695,0.013005775726010383
POS_REVERSION_SHORT,12,60,SOLUSDT,0.0006,3033,-0.0012175199067217452,-0.00031740008074283507,-0.0008316191066843198,-0.0010206138273780468,0.48631717771183647,0.78289544846385,-0.016884908840286948,0.012805775726010382
NEG_CONTINUATION_SHORT,1,5,BNBUSDT,0.0,2983,-7.484083231400448e-05,1.7618661686480408e-05,5.795097828343623e-06,-8.846700370178073e-06,0.5041904123365739,0.9360163158363901,-0.0031009410533297645,0.002961561903940213
NEG_CONTINUATION_SHORT,1,5,BNBUSDT,0.0004,2983,-0.0004748408323140046,-0.0003823813383135196,-0.00039420490217165666,-0.0004088467003701782,0.4173650687227623,0.6572357692266313,-0.0035009410533297647,0.002561561903940213
NEG_CONTINUATION_SHORT,1,5,BNBUSDT,0.0006,2983,-0.0006748408323140043,-0.0005823813383135195,-0.0005942049021716565,-0.0006088467003701779,0.3714381495139122,0.5520560278954356,-0.0037009410533297643,0.0023615619039402133
NEG_CONTINUATION_SHORT,1,5,BTCUSDT,0.0,3051,-9.081940363817896e-05,1.3647692175267068e-05,-3.574558110659184e-05,-5.589832915971809e-05,0.5018026876433956,0.9043261347050107,-0.0028651049377339532,0.0026231787870169
NEG_CONTINUATION_SHORT,1,5,BTCUSDT,0.0004,3051,-0.0004908194036381791,-0.00038635230782473295,-0.0004357455811065919,-0.0004558983291597181,0.4051130776794494,0.5797590827587803,-0.0032651049377339534,0.0022231787870168997
NEG_CONTINUATION_SHORT,1,5,BTCUSDT,0.0006,3051,-0.0006908194036381787,-0.0005863523078247329,-0.0006357455811065918,-0.000655898329159718,0.3582431989511636,0.4650496273478661,-0.003465104937733953,0.0020231787870169
NEG_CONTINUATION_SHORT,1,5,ETHUSDT,0.0,2977,-0.00011521781521140727,-0.00023881380396262308,-0.0001264500726723179,-0.00010852339531075081,0.4581793752099429,0.9209654025173272,-0.0040977170560217765,0.0041540365446943546
NEG_CONTINUATION_SHORT,1,5,ETHUSDT,0.0004,2977,-0.0005152178152114073,-0.000638813803962623,-0.0005264500726723181,-0.0005085233953107509,0.40611353711790393,0.694295634129193,-0.004497717056021777,0.0037540365446943544
